"Notes"	"County"	"County Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Dillingham Census Area, AK"	"02070"	"Other opioids"	"T40.2"	Suppressed	58947	Suppressed
	"Dillingham Census Area, AK"	"02070"	"Methadone"	"T40.3"	Suppressed	58947	Suppressed
	"Dillingham Census Area, AK"	"02070"	"Other synthetic narcotics"	"T40.4"	Suppressed	58947	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	"Heroin"	"T40.1"	12	1170657	Unreliable
	"Fairbanks North Star Borough, AK"	"02090"	"Other opioids"	"T40.2"	47	1170657	4.0
	"Fairbanks North Star Borough, AK"	"02090"	"Methadone"	"T40.3"	16	1170657	Unreliable
	"Fairbanks North Star Borough, AK"	"02090"	"Other synthetic narcotics"	"T40.4"	13	1170657	Unreliable
	"Haines Borough, AK"	"02100"	"Heroin"	"T40.1"	Suppressed	29897	Suppressed
	"Haines Borough, AK"	"02100"	"Other opioids"	"T40.2"	Suppressed	29897	Suppressed
	"Haines Borough, AK"	"02100"	"Methadone"	"T40.3"	Suppressed	29897	Suppressed
	"Haines Borough, AK"	"02100"	"Other synthetic narcotics"	"T40.4"	Suppressed	29897	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"Heroin"	"T40.1"	Suppressed	8438	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"Other opioids"	"T40.2"	Suppressed	8438	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"Methadone"	"T40.3"	Suppressed	8438	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"Other synthetic narcotics"	"T40.4"	Suppressed	8438	Suppressed
	"Juneau Borough, AK"	"02110"	"Heroin"	"T40.1"	19	381836	Unreliable
	"Juneau Borough, AK"	"02110"	"Other opioids"	"T40.2"	16	381836	Unreliable
	"Juneau Borough, AK"	"02110"	"Methadone"	"T40.3"	12	381836	Unreliable
	"Juneau Borough, AK"	"02110"	"Other synthetic narcotics"	"T40.4"	Suppressed	381836	Suppressed
	"Kenai Peninsula Borough, AK"	"02122"	"Heroin"	"T40.1"	20	672375	3.0
	"Kenai Peninsula Borough, AK"	"02122"	"Other opioids"	"T40.2"	52	672375	7.7
	"Kenai Peninsula Borough, AK"	"02122"	"Methadone"	"T40.3"	21	672375	3.1
	"Kenai Peninsula Borough, AK"	"02122"	"Other synthetic narcotics"	"T40.4"	14	672375	Unreliable
	"Ketchikan Gateway Borough, AK"	"02130"	"Heroin"	"T40.1"	Suppressed	163129	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	"Other opioids"	"T40.2"	10	163129	Unreliable
	"Ketchikan Gateway Borough, AK"	"02130"	"Methadone"	"T40.3"	Suppressed	163129	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	"Other synthetic narcotics"	"T40.4"	Suppressed	163129	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"Heroin"	"T40.1"	Suppressed	164003	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"Other opioids"	"T40.2"	Suppressed	164003	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"Methadone"	"T40.3"	Suppressed	164003	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"Other synthetic narcotics"	"T40.4"	Suppressed	164003	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"Heroin"	"T40.1"	Suppressed	19448	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"Other opioids"	"T40.2"	Suppressed	19448	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"Methadone"	"T40.3"	Suppressed	19448	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"Other synthetic narcotics"	"T40.4"	Suppressed	19448	Suppressed
	"Matanuska-Susitna Borough, AK"	"02170"	"Heroin"	"T40.1"	24	1110931	2.2
	"Matanuska-Susitna Borough, AK"	"02170"	"Other opioids"	"T40.2"	87	1110931	7.8
	"Matanuska-Susitna Borough, AK"	"02170"	"Methadone"	"T40.3"	48	1110931	4.3
	"Matanuska-Susitna Borough, AK"	"02170"	"Other synthetic narcotics"	"T40.4"	25	1110931	2.3
	"Nome Census Area, AK"	"02180"	"Heroin"	"T40.1"	Suppressed	115681	Suppressed
	"Nome Census Area, AK"	"02180"	"Other opioids"	"T40.2"	Suppressed	115681	Suppressed
	"Nome Census Area, AK"	"02180"	"Methadone"	"T40.3"	Suppressed	115681	Suppressed
	"Nome Census Area, AK"	"02180"	"Other synthetic narcotics"	"T40.4"	Suppressed	115681	Suppressed
	"North Slope Borough, AK"	"02185"	"Heroin"	"T40.1"	Suppressed	111820	Suppressed
	"North Slope Borough, AK"	"02185"	"Other opioids"	"T40.2"	Suppressed	111820	Suppressed
	"North Slope Borough, AK"	"02185"	"Methadone"	"T40.3"	Suppressed	111820	Suppressed
	"North Slope Borough, AK"	"02185"	"Other synthetic narcotics"	"T40.4"	Suppressed	111820	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"Heroin"	"T40.1"	Suppressed	91417	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"Other opioids"	"T40.2"	Suppressed	91417	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"Methadone"	"T40.3"	Suppressed	91417	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"Other synthetic narcotics"	"T40.4"	Suppressed	91417	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"Heroin"	"T40.1"	Suppressed	12767	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"Other opioids"	"T40.2"	Suppressed	12767	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"Methadone"	"T40.3"	Suppressed	12767	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"Other synthetic narcotics"	"T40.4"	Suppressed	12767	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"Heroin"	"T40.1"	Suppressed	25527	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"Other opioids"	"T40.2"	Suppressed	25527	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"Methadone"	"T40.3"	Suppressed	25527	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"Other synthetic narcotics"	"T40.4"	Suppressed	25527	Suppressed
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	"Heroin"	"T40.1"	Suppressed	44777	Suppressed
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	"Other opioids"	"T40.2"	Suppressed	44777	Suppressed
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	"Methadone"	"T40.3"	Suppressed	44777	Suppressed
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	"Other synthetic narcotics"	"T40.4"	Suppressed	44777	Suppressed
	"Sitka Borough, AK"	"02220"	"Heroin"	"T40.1"	Suppressed	106757	Suppressed
	"Sitka Borough, AK"	"02220"	"Other opioids"	"T40.2"	Suppressed	106757	Suppressed
	"Sitka Borough, AK"	"02220"	"Methadone"	"T40.3"	Suppressed	106757	Suppressed
	"Sitka Borough, AK"	"02220"	"Other synthetic narcotics"	"T40.4"	Suppressed	106757	Suppressed
	"Skagway Municipality, AK"	"02230"	"Heroin"	"T40.1"	Suppressed	4338	Suppressed
	"Skagway Municipality, AK"	"02230"	"Other opioids"	"T40.2"	Suppressed	4338	Suppressed
	"Skagway Municipality, AK"	"02230"	"Methadone"	"T40.3"	Suppressed	4338	Suppressed
	"Skagway Municipality, AK"	"02230"	"Other synthetic narcotics"	"T40.4"	Suppressed	4338	Suppressed
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	"Heroin"	"T40.1"	Suppressed	25118	Suppressed
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	"Other opioids"	"T40.2"	Suppressed	25118	Suppressed
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	"Methadone"	"T40.3"	Suppressed	25118	Suppressed
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	"Other synthetic narcotics"	"T40.4"	Suppressed	25118	Suppressed
	"Southeast Fairbanks Census Area, AK"	"02240"	"Heroin"	"T40.1"	Suppressed	83445	Suppressed
	"Southeast Fairbanks Census Area, AK"	"02240"	"Other opioids"	"T40.2"	Suppressed	83445	Suppressed
	"Southeast Fairbanks Census Area, AK"	"02240"	"Methadone"	"T40.3"	Suppressed	83445	Suppressed
	"Southeast Fairbanks Census Area, AK"	"02240"	"Other synthetic narcotics"	"T40.4"	Suppressed	83445	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	"Heroin"	"T40.1"	Suppressed	114719	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	"Other opioids"	"T40.2"	Suppressed	114719	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	"Methadone"	"T40.3"	Suppressed	114719	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	"Other synthetic narcotics"	"T40.4"	Suppressed	114719	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	"Heroin"	"T40.1"	Suppressed	92812	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	"Other opioids"	"T40.2"	Suppressed	92812	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	"Methadone"	"T40.3"	Suppressed	92812	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	"Other synthetic narcotics"	"T40.4"	Suppressed	92812	Suppressed
	"Wrangell City and Borough, AK"	"02275"	"Heroin"	"T40.1"	Suppressed	9678	Suppressed
	"Wrangell City and Borough, AK"	"02275"	"Other opioids"	"T40.2"	Suppressed	9678	Suppressed
	"Wrangell City and Borough, AK"	"02275"	"Methadone"	"T40.3"	Suppressed	9678	Suppressed
	"Wrangell City and Borough, AK"	"02275"	"Other synthetic narcotics"	"T40.4"	Suppressed	9678	Suppressed
	"Wrangell-Petersburg Census Area, AK"	"02280"	"Heroin"	"T40.1"	Suppressed	49516	Suppressed
	"Wrangell-Petersburg Census Area, AK"	"02280"	"Other opioids"	"T40.2"	Suppressed	49516	Suppressed
	"Wrangell-Petersburg Census Area, AK"	"02280"	"Methadone"	"T40.3"	Suppressed	49516	Suppressed
	"Wrangell-Petersburg Census Area, AK"	"02280"	"Other synthetic narcotics"	"T40.4"	Suppressed	49516	Suppressed
	"Yakutat Borough, AK"	"02282"	"Heroin"	"T40.1"	Suppressed	7662	Suppressed
	"Yakutat Borough, AK"	"02282"	"Other opioids"	"T40.2"	Suppressed	7662	Suppressed
	"Yakutat Borough, AK"	"02282"	"Methadone"	"T40.3"	Suppressed	7662	Suppressed
	"Yakutat Borough, AK"	"02282"	"Other synthetic narcotics"	"T40.4"	Suppressed	7662	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	"Heroin"	"T40.1"	Suppressed	67234	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	"Other opioids"	"T40.2"	Suppressed	67234	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	"Methadone"	"T40.3"	Suppressed	67234	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	"Other synthetic narcotics"	"T40.4"	Suppressed	67234	Suppressed
	"Apache County, AZ"	"04001"	"Heroin"	"T40.1"	Suppressed	856951	Suppressed
	"Apache County, AZ"	"04001"	"Other opioids"	"T40.2"	17	856951	Unreliable
	"Apache County, AZ"	"04001"	"Methadone"	"T40.3"	Suppressed	856951	Suppressed
	"Apache County, AZ"	"04001"	"Other synthetic narcotics"	"T40.4"	Suppressed	856951	Suppressed
	"Cochise County, AZ"	"04003"	"Heroin"	"T40.1"	22	1545148	1.4
	"Cochise County, AZ"	"04003"	"Other opioids"	"T40.2"	97	1545148	6.3
	"Cochise County, AZ"	"04003"	"Methadone"	"T40.3"	11	1545148	Unreliable
	"Cochise County, AZ"	"04003"	"Other synthetic narcotics"	"T40.4"	28	1545148	1.8
	"Coconino County, AZ"	"04005"	"Heroin"	"T40.1"	12	1624412	Unreliable
	"Coconino County, AZ"	"04005"	"Other opioids"	"T40.2"	29	1624412	1.8
	"Coconino County, AZ"	"04005"	"Methadone"	"T40.3"	11	1624412	Unreliable
	"Coconino County, AZ"	"04005"	"Other synthetic narcotics"	"T40.4"	Suppressed	1624412	Suppressed
	"Gila County, AZ"	"04007"	"Heroin"	"T40.1"	10	639064	Unreliable
	"Gila County, AZ"	"04007"	"Other opioids"	"T40.2"	45	639064	7.0
	"Gila County, AZ"	"04007"	"Methadone"	"T40.3"	Suppressed	639064	Suppressed
	"Gila County, AZ"	"04007"	"Other synthetic narcotics"	"T40.4"	Suppressed	639064	Suppressed
	"Graham County, AZ"	"04009"	"Heroin"	"T40.1"	Suppressed	442993	Suppressed
	"Graham County, AZ"	"04009"	"Other opioids"	"T40.2"	30	442993	6.8
	"Graham County, AZ"	"04009"	"Methadone"	"T40.3"	13	442993	Unreliable
	"Graham County, AZ"	"04009"	"Other synthetic narcotics"	"T40.4"	Suppressed	442993	Suppressed
	"Greenlee County, AZ"	"04011"	"Heroin"	"T40.1"	Suppressed	106076	Suppressed
	"Greenlee County, AZ"	"04011"	"Other opioids"	"T40.2"	Suppressed	106076	Suppressed
	"Greenlee County, AZ"	"04011"	"Methadone"	"T40.3"	Suppressed	106076	Suppressed
	"Greenlee County, AZ"	"04011"	"Other synthetic narcotics"	"T40.4"	Suppressed	106076	Suppressed
	"La Paz County, AZ"	"04012"	"Heroin"	"T40.1"	Suppressed	245103	Suppressed
	"La Paz County, AZ"	"04012"	"Other opioids"	"T40.2"	18	245103	Unreliable
	"La Paz County, AZ"	"04012"	"Methadone"	"T40.3"	Suppressed	245103	Suppressed
	"La Paz County, AZ"	"04012"	"Other synthetic narcotics"	"T40.4"	Suppressed	245103	Suppressed
	"Maricopa County, AZ"	"04013"	"Heroin"	"T40.1"	1150	47383788	2.4
	"Maricopa County, AZ"	"04013"	"Other opioids"	"T40.2"	1881	47383788	4.0
	"Maricopa County, AZ"	"04013"	"Methadone"	"T40.3"	487	47383788	1.0
	"Maricopa County, AZ"	"04013"	"Other synthetic narcotics"	"T40.4"	562	47383788	1.2
	"Mohave County, AZ"	"04015"	"Heroin"	"T40.1"	15	2425150	Unreliable
	"Mohave County, AZ"	"04015"	"Other opioids"	"T40.2"	235	2425150	9.7
	"Mohave County, AZ"	"04015"	"Methadone"	"T40.3"	69	2425150	2.8
	"Mohave County, AZ"	"04015"	"Other synthetic narcotics"	"T40.4"	26	2425150	1.1
	"Navajo County, AZ"	"04017"	"Heroin"	"T40.1"	10	1292371	Unreliable
	"Navajo County, AZ"	"04017"	"Other opioids"	"T40.2"	25	1292371	1.9
	"Navajo County, AZ"	"04017"	"Methadone"	"T40.3"	11	1292371	Unreliable
	"Navajo County, AZ"	"04017"	"Other synthetic narcotics"	"T40.4"	Suppressed	1292371	Suppressed
	"Pima County, AZ"	"04019"	"Heroin"	"T40.1"	434	11852453	3.7
	"Pima County, AZ"	"04019"	"Other opioids"	"T40.2"	723	11852453	6.1
	"Pima County, AZ"	"04019"	"Methadone"	"T40.3"	263	11852453	2.2
	"Pima County, AZ"	"04019"	"Other synthetic narcotics"	"T40.4"	176	11852453	1.5
	"Pinal County, AZ"	"04021"	"Heroin"	"T40.1"	56	4455399	1.3
	"Pinal County, AZ"	"04021"	"Other opioids"	"T40.2"	182	4455399	4.1
	"Pinal County, AZ"	"04021"	"Methadone"	"T40.3"	25	4455399	0.6
	"Pinal County, AZ"	"04021"	"Other synthetic narcotics"	"T40.4"	36	4455399	0.8
	"Santa Cruz County, AZ"	"04023"	"Heroin"	"T40.1"	13	557311	Unreliable
	"Santa Cruz County, AZ"	"04023"	"Other opioids"	"T40.2"	15	557311	Unreliable
	"Santa Cruz County, AZ"	"04023"	"Methadone"	"T40.3"	Suppressed	557311	Suppressed
	"Santa Cruz County, AZ"	"04023"	"Other synthetic narcotics"	"T40.4"	Suppressed	557311	Suppressed
	"Yavapai County, AZ"	"04025"	"Heroin"	"T40.1"	46	2580758	1.8
	"Yavapai County, AZ"	"04025"	"Other opioids"	"T40.2"	143	2580758	5.5
	"Yavapai County, AZ"	"04025"	"Methadone"	"T40.3"	21	2580758	0.8
	"Yavapai County, AZ"	"04025"	"Other synthetic narcotics"	"T40.4"	37	2580758	1.4
	"Yuma County, AZ"	"04027"	"Heroin"	"T40.1"	Suppressed	2374652	Suppressed
	"Yuma County, AZ"	"04027"	"Other opioids"	"T40.2"	10	2374652	Unreliable
	"Yuma County, AZ"	"04027"	"Methadone"	"T40.3"	Suppressed	2374652	Suppressed
	"Yuma County, AZ"	"04027"	"Other synthetic narcotics"	"T40.4"	Suppressed	2374652	Suppressed
	"Arkansas County, AR"	"05001"	"Heroin"	"T40.1"	Suppressed	226416	Suppressed
	"Arkansas County, AR"	"05001"	"Other opioids"	"T40.2"	Suppressed	226416	Suppressed
	"Arkansas County, AR"	"05001"	"Methadone"	"T40.3"	Suppressed	226416	Suppressed
	"Arkansas County, AR"	"05001"	"Other synthetic narcotics"	"T40.4"	Suppressed	226416	Suppressed
	"Ashley County, AR"	"05003"	"Heroin"	"T40.1"	Suppressed	257711	Suppressed
	"Ashley County, AR"	"05003"	"Other opioids"	"T40.2"	Suppressed	257711	Suppressed
	"Ashley County, AR"	"05003"	"Methadone"	"T40.3"	Suppressed	257711	Suppressed
	"Ashley County, AR"	"05003"	"Other synthetic narcotics"	"T40.4"	Suppressed	257711	Suppressed
	"Baxter County, AR"	"05005"	"Heroin"	"T40.1"	Suppressed	494819	Suppressed
	"Baxter County, AR"	"05005"	"Other opioids"	"T40.2"	33	494819	6.7
	"Baxter County, AR"	"05005"	"Methadone"	"T40.3"	18	494819	Unreliable
	"Baxter County, AR"	"05005"	"Other synthetic narcotics"	"T40.4"	Suppressed	494819	Suppressed
	"Benton County, AR"	"05007"	"Heroin"	"T40.1"	Suppressed	2761704	Suppressed
	"Benton County, AR"	"05007"	"Other opioids"	"T40.2"	127	2761704	4.6
	"Benton County, AR"	"05007"	"Methadone"	"T40.3"	55	2761704	2.0
	"Benton County, AR"	"05007"	"Other synthetic narcotics"	"T40.4"	47	2761704	1.7
	"Boone County, AR"	"05009"	"Heroin"	"T40.1"	Suppressed	444413	Suppressed
	"Boone County, AR"	"05009"	"Other opioids"	"T40.2"	19	444413	Unreliable
	"Boone County, AR"	"05009"	"Methadone"	"T40.3"	12	444413	Unreliable
	"Boone County, AR"	"05009"	"Other synthetic narcotics"	"T40.4"	Suppressed	444413	Suppressed
	"Bradley County, AR"	"05011"	"Heroin"	"T40.1"	Suppressed	136434	Suppressed
	"Bradley County, AR"	"05011"	"Other opioids"	"T40.2"	Suppressed	136434	Suppressed
	"Bradley County, AR"	"05011"	"Methadone"	"T40.3"	Suppressed	136434	Suppressed
	"Bradley County, AR"	"05011"	"Other synthetic narcotics"	"T40.4"	Suppressed	136434	Suppressed
	"Calhoun County, AR"	"05013"	"Heroin"	"T40.1"	Suppressed	64183	Suppressed
	"Calhoun County, AR"	"05013"	"Other opioids"	"T40.2"	Suppressed	64183	Suppressed
	"Calhoun County, AR"	"05013"	"Methadone"	"T40.3"	Suppressed	64183	Suppressed
	"Calhoun County, AR"	"05013"	"Other synthetic narcotics"	"T40.4"	Suppressed	64183	Suppressed
	"Carroll County, AR"	"05015"	"Heroin"	"T40.1"	Suppressed	328708	Suppressed
	"Carroll County, AR"	"05015"	"Other opioids"	"T40.2"	15	328708	Unreliable
	"Carroll County, AR"	"05015"	"Methadone"	"T40.3"	Suppressed	328708	Suppressed
	"Carroll County, AR"	"05015"	"Other synthetic narcotics"	"T40.4"	Suppressed	328708	Suppressed
	"Chicot County, AR"	"05017"	"Heroin"	"T40.1"	Suppressed	138807	Suppressed
	"Chicot County, AR"	"05017"	"Other opioids"	"T40.2"	Suppressed	138807	Suppressed
	"Chicot County, AR"	"05017"	"Methadone"	"T40.3"	Suppressed	138807	Suppressed
	"Chicot County, AR"	"05017"	"Other synthetic narcotics"	"T40.4"	Suppressed	138807	Suppressed
	"Clark County, AR"	"05019"	"Heroin"	"T40.1"	Suppressed	274126	Suppressed
	"Clark County, AR"	"05019"	"Other opioids"	"T40.2"	Suppressed	274126	Suppressed
	"Clark County, AR"	"05019"	"Methadone"	"T40.3"	Suppressed	274126	Suppressed
	"Clark County, AR"	"05019"	"Other synthetic narcotics"	"T40.4"	Suppressed	274126	Suppressed
	"Clay County, AR"	"05021"	"Heroin"	"T40.1"	Suppressed	188524	Suppressed
	"Clay County, AR"	"05021"	"Other opioids"	"T40.2"	Suppressed	188524	Suppressed
	"Clay County, AR"	"05021"	"Methadone"	"T40.3"	Suppressed	188524	Suppressed
	"Clay County, AR"	"05021"	"Other synthetic narcotics"	"T40.4"	Suppressed	188524	Suppressed
	"Cleburne County, AR"	"05023"	"Heroin"	"T40.1"	Suppressed	307246	Suppressed
	"Cleburne County, AR"	"05023"	"Other opioids"	"T40.2"	Suppressed	307246	Suppressed
	"Cleburne County, AR"	"05023"	"Methadone"	"T40.3"	Suppressed	307246	Suppressed
	"Cleburne County, AR"	"05023"	"Other synthetic narcotics"	"T40.4"	Suppressed	307246	Suppressed
	"Cleveland County, AR"	"05025"	"Heroin"	"T40.1"	Suppressed	102933	Suppressed
	"Cleveland County, AR"	"05025"	"Other opioids"	"T40.2"	Suppressed	102933	Suppressed
	"Cleveland County, AR"	"05025"	"Methadone"	"T40.3"	Suppressed	102933	Suppressed
	"Cleveland County, AR"	"05025"	"Other synthetic narcotics"	"T40.4"	Suppressed	102933	Suppressed
	"Columbia County, AR"	"05027"	"Heroin"	"T40.1"	Suppressed	292433	Suppressed
	"Columbia County, AR"	"05027"	"Other opioids"	"T40.2"	Suppressed	292433	Suppressed
	"Columbia County, AR"	"05027"	"Methadone"	"T40.3"	Suppressed	292433	Suppressed
	"Columbia County, AR"	"05027"	"Other synthetic narcotics"	"T40.4"	Suppressed	292433	Suppressed
	"Conway County, AR"	"05029"	"Heroin"	"T40.1"	Suppressed	253057	Suppressed
	"Conway County, AR"	"05029"	"Other opioids"	"T40.2"	11	253057	Unreliable
	"Conway County, AR"	"05029"	"Methadone"	"T40.3"	Suppressed	253057	Suppressed
	"Conway County, AR"	"05029"	"Other synthetic narcotics"	"T40.4"	Suppressed	253057	Suppressed
	"Craighead County, AR"	"05031"	"Heroin"	"T40.1"	Suppressed	1185676	Suppressed
	"Craighead County, AR"	"05031"	"Other opioids"	"T40.2"	52	1185676	4.4
	"Craighead County, AR"	"05031"	"Methadone"	"T40.3"	27	1185676	2.3
	"Craighead County, AR"	"05031"	"Other synthetic narcotics"	"T40.4"	21	1185676	1.8
	"Crawford County, AR"	"05033"	"Heroin"	"T40.1"	Suppressed	738005	Suppressed
	"Crawford County, AR"	"05033"	"Other opioids"	"T40.2"	56	738005	7.6
	"Crawford County, AR"	"05033"	"Methadone"	"T40.3"	35	738005	4.7
	"Crawford County, AR"	"05033"	"Other synthetic narcotics"	"T40.4"	15	738005	Unreliable
	"Crittenden County, AR"	"05035"	"Heroin"	"T40.1"	Suppressed	600116	Suppressed
	"Crittenden County, AR"	"05035"	"Other opioids"	"T40.2"	22	600116	3.7
	"Crittenden County, AR"	"05035"	"Methadone"	"T40.3"	Suppressed	600116	Suppressed
	"Crittenden County, AR"	"05035"	"Other synthetic narcotics"	"T40.4"	14	600116	Unreliable
	"Cross County, AR"	"05037"	"Heroin"	"T40.1"	Suppressed	212161	Suppressed
	"Cross County, AR"	"05037"	"Other opioids"	"T40.2"	Suppressed	212161	Suppressed
	"Cross County, AR"	"05037"	"Methadone"	"T40.3"	Suppressed	212161	Suppressed
	"Cross County, AR"	"05037"	"Other synthetic narcotics"	"T40.4"	Suppressed	212161	Suppressed
	"Dallas County, AR"	"05039"	"Heroin"	"T40.1"	Suppressed	95643	Suppressed
	"Dallas County, AR"	"05039"	"Other opioids"	"T40.2"	Suppressed	95643	Suppressed
	"Dallas County, AR"	"05039"	"Methadone"	"T40.3"	Suppressed	95643	Suppressed
	"Dallas County, AR"	"05039"	"Other synthetic narcotics"	"T40.4"	Suppressed	95643	Suppressed
	"Desha County, AR"	"05041"	"Heroin"	"T40.1"	Suppressed	152464	Suppressed
	"Desha County, AR"	"05041"	"Other opioids"	"T40.2"	Suppressed	152464	Suppressed
	"Desha County, AR"	"05041"	"Methadone"	"T40.3"	Suppressed	152464	Suppressed
	"Desha County, AR"	"05041"	"Other synthetic narcotics"	"T40.4"	Suppressed	152464	Suppressed
	"Drew County, AR"	"05043"	"Heroin"	"T40.1"	Suppressed	223318	Suppressed
	"Drew County, AR"	"05043"	"Other opioids"	"T40.2"	Suppressed	223318	Suppressed
	"Drew County, AR"	"05043"	"Methadone"	"T40.3"	Suppressed	223318	Suppressed
	"Drew County, AR"	"05043"	"Other synthetic narcotics"	"T40.4"	Suppressed	223318	Suppressed
	"Faulkner County, AR"	"05045"	"Heroin"	"T40.1"	Suppressed	1383960	Suppressed
