"Notes"	"State"	"State Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Arkansas"	"05"	"Methadone"	"T40.3"	"2014"	"2014"	29	2966369	1.0
	"Arkansas"	"05"	"Methadone"	"T40.3"	"2015"	"2015"	37	2978204	1.2
	"Arkansas"	"05"	"Methadone"	"T40.3"	"2016"	"2016"	32	2988248	1.1
	"Arkansas"	"05"	"Methadone"	"T40.3"	"2017"	"2017"	17	3004279	Unreliable
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"1999"	"1999"	Suppressed	2651860	Suppressed
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2000"	"2000"	Suppressed	2673400	Suppressed
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2001"	"2001"	Suppressed	2691571	Suppressed
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2002"	"2002"	24	2705927	0.9
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2003"	"2003"	26	2724816	1.0
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2004"	"2004"	30	2749686	1.1
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2005"	"2005"	26	2781097	0.9
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	31	2821761	1.1
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	27	2848650	0.9
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	43	2874554	1.5
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	59	2896843	2.0
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2010"	"2010"	57	2915918	2.0
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2011"	"2011"	29	2937979	1.0
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2012"	"2012"	20	2949131	0.7
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2013"	"2013"	31	2959373	1.0
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	32	2966369	1.1
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	44	2978204	1.5
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	38	2988248	1.3
	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	68	3004279	2.3
	"California"	"06"	"Heroin"	"T40.1"	"1999"	"1999"	468	33499204	1.4
	"California"	"06"	"Heroin"	"T40.1"	"2000"	"2000"	330	33871648	1.0
	"California"	"06"	"Heroin"	"T40.1"	"2001"	"2001"	220	34479458	0.6
	"California"	"06"	"Heroin"	"T40.1"	"2002"	"2002"	361	34871843	1.0
	"California"	"06"	"Heroin"	"T40.1"	"2003"	"2003"	351	35253159	1.0
	"California"	"06"	"Heroin"	"T40.1"	"2004"	"2004"	286	35574576	0.8
	"California"	"06"	"Heroin"	"T40.1"	"2005"	"2005"	251	35827943	0.7
	"California"	"06"	"Heroin"	"T40.1"	"2006"	"2006"	274	36021202	0.8
	"California"	"06"	"Heroin"	"T40.1"	"2007"	"2007"	291	36250311	0.8
	"California"	"06"	"Heroin"	"T40.1"	"2008"	"2008"	325	36604337	0.9
	"California"	"06"	"Heroin"	"T40.1"	"2009"	"2009"	352	36961229	1.0
	"California"	"06"	"Heroin"	"T40.1"	"2010"	"2010"	326	37253956	0.9
	"California"	"06"	"Heroin"	"T40.1"	"2011"	"2011"	364	37691912	1.0
	"California"	"06"	"Heroin"	"T40.1"	"2012"	"2012"	362	38041430	1.0
	"California"	"06"	"Heroin"	"T40.1"	"2013"	"2013"	486	38332521	1.3
	"California"	"06"	"Heroin"	"T40.1"	"2014"	"2014"	561	38802500	1.4
	"California"	"06"	"Heroin"	"T40.1"	"2015"	"2015"	593	39144818	1.5
	"California"	"06"	"Heroin"	"T40.1"	"2016"	"2016"	587	39250017	1.5
	"California"	"06"	"Heroin"	"T40.1"	"2017"	"2017"	715	39536653	1.8
	"California"	"06"	"Other opioids"	"T40.2"	"1999"	"1999"	936	33499204	2.8
	"California"	"06"	"Other opioids"	"T40.2"	"2000"	"2000"	633	33871648	1.9
	"California"	"06"	"Other opioids"	"T40.2"	"2001"	"2001"	319	34479458	0.9
	"California"	"06"	"Other opioids"	"T40.2"	"2002"	"2002"	912	34871843	2.6
	"California"	"06"	"Other opioids"	"T40.2"	"2003"	"2003"	820	35253159	2.3
	"California"	"06"	"Other opioids"	"T40.2"	"2004"	"2004"	751	35574576	2.1
	"California"	"06"	"Other opioids"	"T40.2"	"2005"	"2005"	765	35827943	2.1
	"California"	"06"	"Other opioids"	"T40.2"	"2006"	"2006"	820	36021202	2.3
	"California"	"06"	"Other opioids"	"T40.2"	"2007"	"2007"	917	36250311	2.5
	"California"	"06"	"Other opioids"	"T40.2"	"2008"	"2008"	1082	36604337	3.0
	"California"	"06"	"Other opioids"	"T40.2"	"2009"	"2009"	1147	36961229	3.1
	"California"	"06"	"Other opioids"	"T40.2"	"2010"	"2010"	1063	37253956	2.9
	"California"	"06"	"Other opioids"	"T40.2"	"2011"	"2011"	1167	37691912	3.1
	"California"	"06"	"Other opioids"	"T40.2"	"2012"	"2012"	965	38041430	2.5
	"California"	"06"	"Other opioids"	"T40.2"	"2013"	"2013"	1039	38332521	2.7
	"California"	"06"	"Other opioids"	"T40.2"	"2014"	"2014"	1047	38802500	2.7
	"California"	"06"	"Other opioids"	"T40.2"	"2015"	"2015"	1019	39144818	2.6
	"California"	"06"	"Other opioids"	"T40.2"	"2016"	"2016"	955	39250017	2.4
	"California"	"06"	"Other opioids"	"T40.2"	"2017"	"2017"	973	39536653	2.5
	"California"	"06"	"Methadone"	"T40.3"	"1999"	"1999"	73	33499204	0.2
	"California"	"06"	"Methadone"	"T40.3"	"2000"	"2000"	51	33871648	0.2
	"California"	"06"	"Methadone"	"T40.3"	"2001"	"2001"	37	34479458	0.1
	"California"	"06"	"Methadone"	"T40.3"	"2002"	"2002"	115	34871843	0.3
	"California"	"06"	"Methadone"	"T40.3"	"2003"	"2003"	144	35253159	0.4
	"California"	"06"	"Methadone"	"T40.3"	"2004"	"2004"	205	35574576	0.6
	"California"	"06"	"Methadone"	"T40.3"	"2005"	"2005"	214	35827943	0.6
	"California"	"06"	"Methadone"	"T40.3"	"2006"	"2006"	276	36021202	0.8
	"California"	"06"	"Methadone"	"T40.3"	"2007"	"2007"	312	36250311	0.9
	"California"	"06"	"Methadone"	"T40.3"	"2008"	"2008"	337	36604337	0.9
	"California"	"06"	"Methadone"	"T40.3"	"2009"	"2009"	426	36961229	1.2
	"California"	"06"	"Methadone"	"T40.3"	"2010"	"2010"	456	37253956	1.2
	"California"	"06"	"Methadone"	"T40.3"	"2011"	"2011"	406	37691912	1.1
	"California"	"06"	"Methadone"	"T40.3"	"2012"	"2012"	342	38041430	0.9
	"California"	"06"	"Methadone"	"T40.3"	"2013"	"2013"	343	38332521	0.9
	"California"	"06"	"Methadone"	"T40.3"	"2014"	"2014"	337	38802500	0.9
	"California"	"06"	"Methadone"	"T40.3"	"2015"	"2015"	291	39144818	0.7
	"California"	"06"	"Methadone"	"T40.3"	"2016"	"2016"	281	39250017	0.7
	"California"	"06"	"Methadone"	"T40.3"	"2017"	"2017"	253	39536653	0.6
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"1999"	"1999"	87	33499204	0.3
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2000"	"2000"	68	33871648	0.2
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2001"	"2001"	31	34479458	0.1
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2002"	"2002"	117	34871843	0.3
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2003"	"2003"	119	35253159	0.3
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2004"	"2004"	140	35574576	0.4
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2005"	"2005"	123	35827943	0.3
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	154	36021202	0.4
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	138	36250311	0.4
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	155	36604337	0.4
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	201	36961229	0.5
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2010"	"2010"	205	37253956	0.6
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2011"	"2011"	164	37691912	0.4
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2012"	"2012"	146	38041430	0.4
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2013"	"2013"	176	38332521	0.5
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	194	38802500	0.5
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	229	39144818	0.6
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	355	39250017	0.9
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	536	39536653	1.4
	"Colorado"	"08"	"Heroin"	"T40.1"	"1999"	"1999"	42	4226018	1.0
	"Colorado"	"08"	"Heroin"	"T40.1"	"2000"	"2000"	38	4301261	0.9
	"Colorado"	"08"	"Heroin"	"T40.1"	"2001"	"2001"	23	4425687	0.5
	"Colorado"	"08"	"Heroin"	"T40.1"	"2002"	"2002"	28	4490406	0.6
	"Colorado"	"08"	"Heroin"	"T40.1"	"2003"	"2003"	21	4528732	0.5
	"Colorado"	"08"	"Heroin"	"T40.1"	"2004"	"2004"	23	4575013	0.5
	"Colorado"	"08"	"Heroin"	"T40.1"	"2005"	"2005"	41	4631888	0.9
	"Colorado"	"08"	"Heroin"	"T40.1"	"2006"	"2006"	39	4720423	0.8
	"Colorado"	"08"	"Heroin"	"T40.1"	"2007"	"2007"	39	4803868	0.8
	"Colorado"	"08"	"Heroin"	"T40.1"	"2008"	"2008"	48	4889730	1.0
	"Colorado"	"08"	"Heroin"	"T40.1"	"2009"	"2009"	70	4972195	1.4
	"Colorado"	"08"	"Heroin"	"T40.1"	"2010"	"2010"	46	5029196	0.9
	"Colorado"	"08"	"Heroin"	"T40.1"	"2011"	"2011"	79	5116796	1.5
	"Colorado"	"08"	"Heroin"	"T40.1"	"2012"	"2012"	91	5187582	1.8
	"Colorado"	"08"	"Heroin"	"T40.1"	"2013"	"2013"	120	5268367	2.3
	"Colorado"	"08"	"Heroin"	"T40.1"	"2014"	"2014"	156	5355866	2.9
	"Colorado"	"08"	"Heroin"	"T40.1"	"2015"	"2015"	159	5456574	2.9
	"Colorado"	"08"	"Heroin"	"T40.1"	"2016"	"2016"	234	5540545	4.2
	"Colorado"	"08"	"Heroin"	"T40.1"	"2017"	"2017"	224	5607154	4.0
	"Colorado"	"08"	"Other opioids"	"T40.2"	"1999"	"1999"	42	4226018	1.0
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2000"	"2000"	57	4301261	1.3
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2001"	"2001"	93	4425687	2.1
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2002"	"2002"	69	4490406	1.5
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2003"	"2003"	74	4528732	1.6
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2004"	"2004"	80	4575013	1.7
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2005"	"2005"	105	4631888	2.3
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2006"	"2006"	123	4720423	2.6
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2007"	"2007"	185	4803868	3.9
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2008"	"2008"	176	4889730	3.6
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2009"	"2009"	170	4972195	3.4
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2010"	"2010"	135	5029196	2.7
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2011"	"2011"	198	5116796	3.9
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2012"	"2012"	223	5187582	4.3
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2013"	"2013"	221	5268367	4.2
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2014"	"2014"	259	5355866	4.8
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2015"	"2015"	259	5456574	4.7
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2016"	"2016"	212	5540545	3.8
	"Colorado"	"08"	"Other opioids"	"T40.2"	"2017"	"2017"	254	5607154	4.5
	"Colorado"	"08"	"Methadone"	"T40.3"	"1999"	"1999"	15	4226018	Unreliable
	"Colorado"	"08"	"Methadone"	"T40.3"	"2000"	"2000"	16	4301261	Unreliable
	"Colorado"	"08"	"Methadone"	"T40.3"	"2001"	"2001"	19	4425687	Unreliable
	"Colorado"	"08"	"Methadone"	"T40.3"	"2002"	"2002"	27	4490406	0.6
	"Colorado"	"08"	"Methadone"	"T40.3"	"2003"	"2003"	30	4528732	0.7
	"Colorado"	"08"	"Methadone"	"T40.3"	"2004"	"2004"	40	4575013	0.9
	"Colorado"	"08"	"Methadone"	"T40.3"	"2005"	"2005"	55	4631888	1.2
	"Colorado"	"08"	"Methadone"	"T40.3"	"2006"	"2006"	62	4720423	1.3
	"Colorado"	"08"	"Methadone"	"T40.3"	"2007"	"2007"	58	4803868	1.2
	"Colorado"	"08"	"Methadone"	"T40.3"	"2008"	"2008"	48	4889730	1.0
	"Colorado"	"08"	"Methadone"	"T40.3"	"2009"	"2009"	57	4972195	1.1
	"Colorado"	"08"	"Methadone"	"T40.3"	"2010"	"2010"	48	5029196	1.0
	"Colorado"	"08"	"Methadone"	"T40.3"	"2011"	"2011"	61	5116796	1.2
	"Colorado"	"08"	"Methadone"	"T40.3"	"2012"	"2012"	43	5187582	0.8
	"Colorado"	"08"	"Methadone"	"T40.3"	"2013"	"2013"	41	5268367	0.8
	"Colorado"	"08"	"Methadone"	"T40.3"	"2014"	"2014"	51	5355866	1.0
	"Colorado"	"08"	"Methadone"	"T40.3"	"2015"	"2015"	34	5456574	0.6
	"Colorado"	"08"	"Methadone"	"T40.3"	"2016"	"2016"	58	5540545	1.0
	"Colorado"	"08"	"Methadone"	"T40.3"	"2017"	"2017"	58	5607154	1.0
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"1999"	"1999"	21	4226018	0.5
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2000"	"2000"	25	4301261	0.6
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2001"	"2001"	19	4425687	Unreliable
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2002"	"2002"	30	4490406	0.7
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2003"	"2003"	22	4528732	0.5
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2004"	"2004"	22	4575013	0.5
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2005"	"2005"	35	4631888	0.8
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	27	4720423	0.6
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	44	4803868	0.9
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	39	4889730	0.8
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	68	4972195	1.4
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2010"	"2010"	58	5029196	1.2
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2011"	"2011"	78	5116796	1.5
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2012"	"2012"	52	5187582	1.0
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2013"	"2013"	67	5268367	1.3
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	80	5355866	1.5
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	64	5456574	1.2
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	72	5540545	1.3
	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	112	5607154	2.0
	"Connecticut"	"09"	"Heroin"	"T40.1"	"1999"	"1999"	96	3386401	2.8
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2000"	"2000"	110	3405565	3.2
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2001"	"2001"	95	3432835	2.8
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2002"	"2002"	88	3458749	2.5
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2003"	"2003"	109	3484336	3.1
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2004"	"2004"	92	3496094	2.6
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2005"	"2005"	74	3506956	2.1
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2006"	"2006"	87	3517460	2.5
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2007"	"2007"	118	3527270	3.3
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2008"	"2008"	109	3545579	3.1
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2009"	"2009"	99	3561807	2.8
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2010"	"2010"	77	3574097	2.2
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2011"	"2011"	85	3580709	2.4
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2012"	"2012"	98	3590347	2.7
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2013"	"2013"	227	3596080	6.3
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2014"	"2014"	299	3596677	8.3
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2015"	"2015"	390	3590886	10.9
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2016"	"2016"	450	3576452	12.6
	"Connecticut"	"09"	"Heroin"	"T40.1"	"2017"	"2017"	425	3588184	11.8
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"1999"	"1999"	10	3386401	Unreliable
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2000"	"2000"	Suppressed	3405565	Suppressed
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2001"	"2001"	17	3432835	Unreliable
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2002"	"2002"	25	3458749	0.7
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2003"	"2003"	23	3484336	0.7
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2004"	"2004"	30	3496094	0.9
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2005"	"2005"	28	3506956	0.8
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2006"	"2006"	38	3517460	1.1
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2007"	"2007"	33	3527270	0.9
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2008"	"2008"	38	3545579	1.1
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2009"	"2009"	31	3561807	0.9
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2010"	"2010"	41	3574097	1.1
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2011"	"2011"	44	3580709	1.2
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2012"	"2012"	38	3590347	1.1
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2013"	"2013"	144	3596080	4.0
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2014"	"2014"	157	3596677	4.4
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2015"	"2015"	183	3590886	5.1
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2016"	"2016"	206	3576452	5.8
	"Connecticut"	"09"	"Other opioids"	"T40.2"	"2017"	"2017"	188	3588184	5.2
	"Connecticut"	"09"	"Methadone"	"T40.3"	"1999"	"1999"	13	3386401	Unreliable
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2000"	"2000"	15	3405565	Unreliable
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2001"	"2001"	14	3432835	Unreliable
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2002"	"2002"	24	3458749	0.7
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2003"	"2003"	19	3484336	Unreliable
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2004"	"2004"	44	3496094	1.3
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2005"	"2005"	35	3506956	1.0
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2006"	"2006"	59	3517460	1.7
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2007"	"2007"	57	3527270	1.6
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2008"	"2008"	47	3545579	1.3
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2009"	"2009"	42	3561807	1.2
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2010"	"2010"	43	3574097	1.2
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2011"	"2011"	32	3580709	0.9
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2012"	"2012"	24	3590347	0.7
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2013"	"2013"	49	3596080	1.4
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2014"	"2014"	50	3596677	1.4
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2015"	"2015"	72	3590886	2.0
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2016"	"2016"	72	3576452	2.0
	"Connecticut"	"09"	"Methadone"	"T40.3"	"2017"	"2017"	95	3588184	2.6
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"1999"	"1999"	Suppressed	3386401	Suppressed
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2000"	"2000"	Suppressed	3405565	Suppressed
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2001"	"2001"	Suppressed	3432835	Suppressed
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2002"	"2002"	Suppressed	3458749	Suppressed
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2003"	"2003"	Suppressed	3484336	Suppressed
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2004"	"2004"	10	3496094	Unreliable
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2005"	"2005"	10	3506956	Unreliable
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	11	3517460	Unreliable
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	22	3527270	0.6
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	16	3545579	Unreliable
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	20	3561807	0.6
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2010"	"2010"	22	3574097	0.6
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2011"	"2011"	13	3580709	Unreliable
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2012"	"2012"	15	3590347	Unreliable
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2013"	"2013"	53	3596080	1.5
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	94	3596677	2.6
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	211	3590886	5.9
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	500	3576452	14.0
	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	686	3588184	19.1
	"Delaware"	"10"	"Heroin"	"T40.1"	"1999"	"1999"	14	774990	Unreliable
	"Delaware"	"10"	"Heroin"	"T40.1"	"2000"	"2000"	Suppressed	783600	Suppressed
	"Delaware"	"10"	"Heroin"	"T40.1"	"2001"	"2001"	Suppressed	795699	Suppressed
	"Delaware"	"10"	"Heroin"	"T40.1"	"2002"	"2002"	14	806169	Unreliable
	"Delaware"	"10"	"Heroin"	"T40.1"	"2003"	"2003"	Suppressed	818003	Suppressed
	"Delaware"	"10"	"Heroin"	"T40.1"	"2004"	"2004"	Suppressed	830803	Suppressed
	"Delaware"	"10"	"Heroin"	"T40.1"	"2005"	"2005"	Suppressed	845150	Suppressed
	"Delaware"	"10"	"Heroin"	"T40.1"	"2006"	"2006"	Suppressed	859268	Suppressed
	"Delaware"	"10"	"Heroin"	"T40.1"	"2007"	"2007"	10	871749	Unreliable
	"Delaware"	"10"	"Heroin"	"T40.1"	"2008"	"2008"	Suppressed	883874	Suppressed
	"Delaware"	"10"	"Heroin"	"T40.1"	"2009"	"2009"	Suppressed	891730	Suppressed
	"Delaware"	"10"	"Heroin"	"T40.1"	"2010"	"2010"	16	897934	Unreliable
	"Delaware"	"10"	"Heroin"	"T40.1"	"2011"	"2011"	15	907135	Unreliable
	"Delaware"	"10"	"Heroin"	"T40.1"	"2012"	"2012"	20	917092	2.2
	"Delaware"	"10"	"Heroin"	"T40.1"	"2013"	"2013"	39	925749	4.2
	"Delaware"	"10"	"Heroin"	"T40.1"	"2014"	"2014"	54	935614	5.8
	"Delaware"	"10"	"Heroin"	"T40.1"	"2015"	"2015"	64	945934	6.8
	"Delaware"	"10"	"Heroin"	"T40.1"	"2016"	"2016"	56	952065	5.9
	"Delaware"	"10"	"Heroin"	"T40.1"	"2017"	"2017"	121	961939	12.6
	"Delaware"	"10"	"Other opioids"	"T40.2"	"1999"	"1999"	Suppressed	774990	Suppressed
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2000"	"2000"	Suppressed	783600	Suppressed
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2001"	"2001"	10	795699	Unreliable
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2002"	"2002"	19	806169	Unreliable
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2003"	"2003"	11	818003	Unreliable
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2004"	"2004"	13	830803	Unreliable
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2005"	"2005"	10	845150	Unreliable
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2006"	"2006"	13	859268	Unreliable
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2007"	"2007"	12	871749	Unreliable
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2008"	"2008"	29	883874	3.3
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2009"	"2009"	41	891730	4.6
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2010"	"2010"	47	897934	5.2
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2011"	"2011"	64	907135	7.1
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2012"	"2012"	37	917092	4.0
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2013"	"2013"	35	925749	3.8
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2014"	"2014"	38	935614	4.1
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2015"	"2015"	36	945934	3.8
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2016"	"2016"	31	952065	3.3
	"Delaware"	"10"	"Other opioids"	"T40.2"	"2017"	"2017"	64	961939	6.7
	"Delaware"	"10"	"Methadone"	"T40.3"	"1999"	"1999"	Suppressed	774990	Suppressed
