county,state,county-code,multiple-cause-of-death,multiple-cause-of-death-code,deaths,population,crude-rate
Northwest Arctic Borough,Alaska,2188,Heroin,T40.1,Suppressed,91417,Suppressed
Northwest Arctic Borough,Alaska,2188,Other opioids,T40.2,Suppressed,91417,Suppressed
Northwest Arctic Borough,Alaska,2188,Methadone,T40.3,Suppressed,91417,Suppressed
Northwest Arctic Borough,Alaska,2188,Other synthetic narcotics,T40.4,Suppressed,91417,Suppressed
Petersburg Borough/Census Area,Alaska,2195,Heroin,T40.1,Suppressed,12767,Suppressed
Petersburg Borough/Census Area,Alaska,2195,Other opioids,T40.2,Suppressed,12767,Suppressed
Petersburg Borough/Census Area,Alaska,2195,Methadone,T40.3,Suppressed,12767,Suppressed
Petersburg Borough/Census Area,Alaska,2195,Other synthetic narcotics,T40.4,Suppressed,12767,Suppressed
Prince of Wales-Hyder Census Area,Alaska,2198,Heroin,T40.1,Suppressed,25527,Suppressed
Prince of Wales-Hyder Census Area,Alaska,2198,Other opioids,T40.2,Suppressed,25527,Suppressed
Prince of Wales-Hyder Census Area,Alaska,2198,Methadone,T40.3,Suppressed,25527,Suppressed
Prince of Wales-Hyder Census Area,Alaska,2198,Other synthetic narcotics,T40.4,Suppressed,25527,Suppressed
Prince of Wales-Outer Ketchikan Census Area,Alaska,2201,Heroin,T40.1,Suppressed,44777,Suppressed
Prince of Wales-Outer Ketchikan Census Area,Alaska,2201,Other opioids,T40.2,Suppressed,44777,Suppressed
Prince of Wales-Outer Ketchikan Census Area,Alaska,2201,Methadone,T40.3,Suppressed,44777,Suppressed
Prince of Wales-Outer Ketchikan Census Area,Alaska,2201,Other synthetic narcotics,T40.4,Suppressed,44777,Suppressed
Sitka Borough,Alaska,2220,Heroin,T40.1,Suppressed,106757,Suppressed
Sitka Borough,Alaska,2220,Other opioids,T40.2,Suppressed,106757,Suppressed
Sitka Borough,Alaska,2220,Methadone,T40.3,Suppressed,106757,Suppressed
Sitka Borough,Alaska,2220,Other synthetic narcotics,T40.4,Suppressed,106757,Suppressed
Skagway Municipality,Alaska,2230,Heroin,T40.1,Suppressed,4338,Suppressed
Skagway Municipality,Alaska,2230,Other opioids,T40.2,Suppressed,4338,Suppressed
Skagway Municipality,Alaska,2230,Methadone,T40.3,Suppressed,4338,Suppressed
Skagway Municipality,Alaska,2230,Other synthetic narcotics,T40.4,Suppressed,4338,Suppressed
Skagway-Hoonah-Angoon Census Area,Alaska,2232,Heroin,T40.1,Suppressed,25118,Suppressed
Skagway-Hoonah-Angoon Census Area,Alaska,2232,Other opioids,T40.2,Suppressed,25118,Suppressed
Skagway-Hoonah-Angoon Census Area,Alaska,2232,Methadone,T40.3,Suppressed,25118,Suppressed
Skagway-Hoonah-Angoon Census Area,Alaska,2232,Other synthetic narcotics,T40.4,Suppressed,25118,Suppressed
Southeast Fairbanks Census Area,Alaska,2240,Heroin,T40.1,Suppressed,83445,Suppressed
Southeast Fairbanks Census Area,Alaska,2240,Other opioids,T40.2,Suppressed,83445,Suppressed
Southeast Fairbanks Census Area,Alaska,2240,Methadone,T40.3,Suppressed,83445,Suppressed
Southeast Fairbanks Census Area,Alaska,2240,Other synthetic narcotics,T40.4,Suppressed,83445,Suppressed
Valdez-Cordova Census Area,Alaska,2261,Heroin,T40.1,Suppressed,114719,Suppressed
Valdez-Cordova Census Area,Alaska,2261,Other opioids,T40.2,Suppressed,114719,Suppressed
Valdez-Cordova Census Area,Alaska,2261,Methadone,T40.3,Suppressed,114719,Suppressed
Valdez-Cordova Census Area,Alaska,2261,Other synthetic narcotics,T40.4,Suppressed,114719,Suppressed
Wade Hampton Census Area,Alaska,2270,Heroin,T40.1,Suppressed,92812,Suppressed
Wade Hampton Census Area,Alaska,2270,Other opioids,T40.2,Suppressed,92812,Suppressed
Wade Hampton Census Area,Alaska,2270,Methadone,T40.3,Suppressed,92812,Suppressed
Wade Hampton Census Area,Alaska,2270,Other synthetic narcotics,T40.4,Suppressed,92812,Suppressed
Wrangell City and Borough,Alaska,2275,Heroin,T40.1,Suppressed,9678,Suppressed
Wrangell City and Borough,Alaska,2275,Other opioids,T40.2,Suppressed,9678,Suppressed
Wrangell City and Borough,Alaska,2275,Methadone,T40.3,Suppressed,9678,Suppressed
Wrangell City and Borough,Alaska,2275,Other synthetic narcotics,T40.4,Suppressed,9678,Suppressed
Wrangell-Petersburg Census Area,Alaska,2280,Heroin,T40.1,Suppressed,49516,Suppressed
Wrangell-Petersburg Census Area,Alaska,2280,Other opioids,T40.2,Suppressed,49516,Suppressed
Wrangell-Petersburg Census Area,Alaska,2280,Methadone,T40.3,Suppressed,49516,Suppressed
Wrangell-Petersburg Census Area,Alaska,2280,Other synthetic narcotics,T40.4,Suppressed,49516,Suppressed
Yakutat Borough,Alaska,2282,Heroin,T40.1,Suppressed,7662,Suppressed
Yakutat Borough,Alaska,2282,Other opioids,T40.2,Suppressed,7662,Suppressed
Yakutat Borough,Alaska,2282,Methadone,T40.3,Suppressed,7662,Suppressed
Yakutat Borough,Alaska,2282,Other synthetic narcotics,T40.4,Suppressed,7662,Suppressed
Yukon-Koyukuk Census Area,Alaska,2290,Heroin,T40.1,Suppressed,67234,Suppressed
Yukon-Koyukuk Census Area,Alaska,2290,Other opioids,T40.2,Suppressed,67234,Suppressed
Yukon-Koyukuk Census Area,Alaska,2290,Methadone,T40.3,Suppressed,67234,Suppressed
Yukon-Koyukuk Census Area,Alaska,2290,Other synthetic narcotics,T40.4,Suppressed,67234,Suppressed
Apache County,Arizona,4001,Heroin,T40.1,Suppressed,856951,Suppressed
Apache County,Arizona,4001,Other opioids,T40.2,17,856951,Unreliable
Apache County,Arizona,4001,Methadone,T40.3,Suppressed,856951,Suppressed
Apache County,Arizona,4001,Other synthetic narcotics,T40.4,Suppressed,856951,Suppressed
Cochise County,Arizona,4003,Heroin,T40.1,22,1545148,1.4
Cochise County,Arizona,4003,Other opioids,T40.2,97,1545148,6.3
Cochise County,Arizona,4003,Methadone,T40.3,11,1545148,Unreliable
Cochise County,Arizona,4003,Other synthetic narcotics,T40.4,28,1545148,1.8
Coconino County,Arizona,4005,Heroin,T40.1,12,1624412,Unreliable
Coconino County,Arizona,4005,Other opioids,T40.2,29,1624412,1.8
Coconino County,Arizona,4005,Methadone,T40.3,11,1624412,Unreliable
Coconino County,Arizona,4005,Other synthetic narcotics,T40.4,Suppressed,1624412,Suppressed
Gila County,Arizona,4007,Heroin,T40.1,10,639064,Unreliable
Gila County,Arizona,4007,Other opioids,T40.2,45,639064,7
Gila County,Arizona,4007,Methadone,T40.3,Suppressed,639064,Suppressed
Gila County,Arizona,4007,Other synthetic narcotics,T40.4,Suppressed,639064,Suppressed
Graham County,Arizona,4009,Heroin,T40.1,Suppressed,442993,Suppressed
Graham County,Arizona,4009,Other opioids,T40.2,30,442993,6.8
Graham County,Arizona,4009,Methadone,T40.3,13,442993,Unreliable
Graham County,Arizona,4009,Other synthetic narcotics,T40.4,Suppressed,442993,Suppressed
Greenlee County,Arizona,4011,Heroin,T40.1,Suppressed,106076,Suppressed
Greenlee County,Arizona,4011,Other opioids,T40.2,Suppressed,106076,Suppressed
Greenlee County,Arizona,4011,Methadone,T40.3,Suppressed,106076,Suppressed
Greenlee County,Arizona,4011,Other synthetic narcotics,T40.4,Suppressed,106076,Suppressed
La Paz County,Arizona,4012,Heroin,T40.1,Suppressed,245103,Suppressed
La Paz County,Arizona,4012,Other opioids,T40.2,18,245103,Unreliable
La Paz County,Arizona,4012,Methadone,T40.3,Suppressed,245103,Suppressed
La Paz County,Arizona,4012,Other synthetic narcotics,T40.4,Suppressed,245103,Suppressed
Maricopa County,Arizona,4013,Heroin,T40.1,1150,47383788,2.4
Maricopa County,Arizona,4013,Other opioids,T40.2,1881,47383788,4
Maricopa County,Arizona,4013,Methadone,T40.3,487,47383788,1
Maricopa County,Arizona,4013,Other synthetic narcotics,T40.4,562,47383788,1.2
Mohave County,Arizona,4015,Heroin,T40.1,15,2425150,Unreliable
Mohave County,Arizona,4015,Other opioids,T40.2,235,2425150,9.7
Mohave County,Arizona,4015,Methadone,T40.3,69,2425150,2.8
Mohave County,Arizona,4015,Other synthetic narcotics,T40.4,26,2425150,1.1
Navajo County,Arizona,4017,Heroin,T40.1,10,1292371,Unreliable
Navajo County,Arizona,4017,Other opioids,T40.2,25,1292371,1.9
Navajo County,Arizona,4017,Methadone,T40.3,11,1292371,Unreliable
Navajo County,Arizona,4017,Other synthetic narcotics,T40.4,Suppressed,1292371,Suppressed
Pima County,Arizona,4019,Heroin,T40.1,434,11852453,3.7
Pima County,Arizona,4019,Other opioids,T40.2,723,11852453,6.1
Pima County,Arizona,4019,Methadone,T40.3,263,11852453,2.2
Pima County,Arizona,4019,Other synthetic narcotics,T40.4,176,11852453,1.5
Pinal County,Arizona,4021,Heroin,T40.1,56,4455399,1.3
Pinal County,Arizona,4021,Other opioids,T40.2,182,4455399,4.1
Pinal County,Arizona,4021,Methadone,T40.3,25,4455399,0.6
Pinal County,Arizona,4021,Other synthetic narcotics,T40.4,36,4455399,0.8
Santa Cruz County,Arizona,4023,Heroin,T40.1,13,557311,Unreliable
Santa Cruz County,Arizona,4023,Other opioids,T40.2,15,557311,Unreliable
Santa Cruz County,Arizona,4023,Methadone,T40.3,Suppressed,557311,Suppressed
Santa Cruz County,Arizona,4023,Other synthetic narcotics,T40.4,Suppressed,557311,Suppressed
Yavapai County,Arizona,4025,Heroin,T40.1,46,2580758,1.8
Yavapai County,Arizona,4025,Other opioids,T40.2,143,2580758,5.5
Yavapai County,Arizona,4025,Methadone,T40.3,21,2580758,0.8
Yavapai County,Arizona,4025,Other synthetic narcotics,T40.4,37,2580758,1.4
Yuma County,Arizona,4027,Heroin,T40.1,Suppressed,2374652,Suppressed
Yuma County,Arizona,4027,Other opioids,T40.2,10,2374652,Unreliable
Yuma County,Arizona,4027,Methadone,T40.3,Suppressed,2374652,Suppressed
Yuma County,Arizona,4027,Other synthetic narcotics,T40.4,Suppressed,2374652,Suppressed
Arkansas County,Arkansas,5001,Heroin,T40.1,Suppressed,226416,Suppressed
Arkansas County,Arkansas,5001,Other opioids,T40.2,Suppressed,226416,Suppressed
Arkansas County,Arkansas,5001,Methadone,T40.3,Suppressed,226416,Suppressed
Arkansas County,Arkansas,5001,Other synthetic narcotics,T40.4,Suppressed,226416,Suppressed
Ashley County,Arkansas,5003,Heroin,T40.1,Suppressed,257711,Suppressed
Ashley County,Arkansas,5003,Other opioids,T40.2,Suppressed,257711,Suppressed
Ashley County,Arkansas,5003,Methadone,T40.3,Suppressed,257711,Suppressed
Ashley County,Arkansas,5003,Other synthetic narcotics,T40.4,Suppressed,257711,Suppressed
Baxter County,Arkansas,5005,Heroin,T40.1,Suppressed,494819,Suppressed
Baxter County,Arkansas,5005,Other opioids,T40.2,33,494819,6.7
Baxter County,Arkansas,5005,Methadone,T40.3,18,494819,Unreliable
Baxter County,Arkansas,5005,Other synthetic narcotics,T40.4,Suppressed,494819,Suppressed
Benton County,Arkansas,5007,Heroin,T40.1,Suppressed,2761704,Suppressed
Benton County,Arkansas,5007,Other opioids,T40.2,127,2761704,4.6
Benton County,Arkansas,5007,Methadone,T40.3,55,2761704,2
Benton County,Arkansas,5007,Other synthetic narcotics,T40.4,47,2761704,1.7
Boone County,Arkansas,5009,Heroin,T40.1,Suppressed,444413,Suppressed
Boone County,Arkansas,5009,Other opioids,T40.2,19,444413,Unreliable
Boone County,Arkansas,5009,Methadone,T40.3,12,444413,Unreliable
Boone County,Arkansas,5009,Other synthetic narcotics,T40.4,Suppressed,444413,Suppressed
Bradley County,Arkansas,5011,Heroin,T40.1,Suppressed,136434,Suppressed
Bradley County,Arkansas,5011,Other opioids,T40.2,Suppressed,136434,Suppressed
Bradley County,Arkansas,5011,Methadone,T40.3,Suppressed,136434,Suppressed
Bradley County,Arkansas,5011,Other synthetic narcotics,T40.4,Suppressed,136434,Suppressed
Calhoun County,Arkansas,5013,Heroin,T40.1,Suppressed,64183,Suppressed
Calhoun County,Arkansas,5013,Other opioids,T40.2,Suppressed,64183,Suppressed
Calhoun County,Arkansas,5013,Methadone,T40.3,Suppressed,64183,Suppressed
Calhoun County,Arkansas,5013,Other synthetic narcotics,T40.4,Suppressed,64183,Suppressed
Carroll County,Arkansas,5015,Heroin,T40.1,Suppressed,328708,Suppressed
Carroll County,Arkansas,5015,Other opioids,T40.2,15,328708,Unreliable
Carroll County,Arkansas,5015,Methadone,T40.3,Suppressed,328708,Suppressed
Carroll County,Arkansas,5015,Other synthetic narcotics,T40.4,Suppressed,328708,Suppressed
Chicot County,Arkansas,5017,Heroin,T40.1,Suppressed,138807,Suppressed
Chicot County,Arkansas,5017,Other opioids,T40.2,Suppressed,138807,Suppressed
Chicot County,Arkansas,5017,Methadone,T40.3,Suppressed,138807,Suppressed
Chicot County,Arkansas,5017,Other synthetic narcotics,T40.4,Suppressed,138807,Suppressed
Clark County,Arkansas,5019,Heroin,T40.1,Suppressed,274126,Suppressed
Clark County,Arkansas,5019,Other opioids,T40.2,Suppressed,274126,Suppressed
Clark County,Arkansas,5019,Methadone,T40.3,Suppressed,274126,Suppressed
Clark County,Arkansas,5019,Other synthetic narcotics,T40.4,Suppressed,274126,Suppressed
Clay County,Arkansas,5021,Heroin,T40.1,Suppressed,188524,Suppressed
Clay County,Arkansas,5021,Other opioids,T40.2,Suppressed,188524,Suppressed
Clay County,Arkansas,5021,Methadone,T40.3,Suppressed,188524,Suppressed
Clay County,Arkansas,5021,Other synthetic narcotics,T40.4,Suppressed,188524,Suppressed
Cleburne County,Arkansas,5023,Heroin,T40.1,Suppressed,307246,Suppressed
Cleburne County,Arkansas,5023,Other opioids,T40.2,Suppressed,307246,Suppressed
Cleburne County,Arkansas,5023,Methadone,T40.3,Suppressed,307246,Suppressed
Cleburne County,Arkansas,5023,Other synthetic narcotics,T40.4,Suppressed,307246,Suppressed
Cleveland County,Arkansas,5025,Heroin,T40.1,Suppressed,102933,Suppressed
Cleveland County,Arkansas,5025,Other opioids,T40.2,Suppressed,102933,Suppressed
Cleveland County,Arkansas,5025,Methadone,T40.3,Suppressed,102933,Suppressed
Cleveland County,Arkansas,5025,Other synthetic narcotics,T40.4,Suppressed,102933,Suppressed
Columbia County,Arkansas,5027,Heroin,T40.1,Suppressed,292433,Suppressed
Columbia County,Arkansas,5027,Other opioids,T40.2,Suppressed,292433,Suppressed
Columbia County,Arkansas,5027,Methadone,T40.3,Suppressed,292433,Suppressed
Columbia County,Arkansas,5027,Other synthetic narcotics,T40.4,Suppressed,292433,Suppressed
Conway County,Arkansas,5029,Heroin,T40.1,Suppressed,253057,Suppressed
Conway County,Arkansas,5029,Other opioids,T40.2,11,253057,Unreliable
Conway County,Arkansas,5029,Methadone,T40.3,Suppressed,253057,Suppressed
Conway County,Arkansas,5029,Other synthetic narcotics,T40.4,Suppressed,253057,Suppressed
Craighead County,Arkansas,5031,Heroin,T40.1,Suppressed,1185676,Suppressed
Craighead County,Arkansas,5031,Other opioids,T40.2,52,1185676,4.4
Craighead County,Arkansas,5031,Methadone,T40.3,27,1185676,2.3
Craighead County,Arkansas,5031,Other synthetic narcotics,T40.4,21,1185676,1.8
Crawford County,Arkansas,5033,Heroin,T40.1,Suppressed,738005,Suppressed
Crawford County,Arkansas,5033,Other opioids,T40.2,56,738005,7.6
Crawford County,Arkansas,5033,Methadone,T40.3,35,738005,4.7
Crawford County,Arkansas,5033,Other synthetic narcotics,T40.4,15,738005,Unreliable
Crittenden County,Arkansas,5035,Heroin,T40.1,Suppressed,600116,Suppressed
Crittenden County,Arkansas,5035,Other opioids,T40.2,22,600116,3.7
Crittenden County,Arkansas,5035,Methadone,T40.3,Suppressed,600116,Suppressed
Crittenden County,Arkansas,5035,Other synthetic narcotics,T40.4,14,600116,Unreliable
Cross County,Arkansas,5037,Heroin,T40.1,Suppressed,212161,Suppressed
Cross County,Arkansas,5037,Other opioids,T40.2,Suppressed,212161,Suppressed
Cross County,Arkansas,5037,Methadone,T40.3,Suppressed,212161,Suppressed
Cross County,Arkansas,5037,Other synthetic narcotics,T40.4,Suppressed,212161,Suppressed
Dallas County,Arkansas,5039,Heroin,T40.1,Suppressed,95643,Suppressed
Dallas County,Arkansas,5039,Other opioids,T40.2,Suppressed,95643,Suppressed
Dallas County,Arkansas,5039,Methadone,T40.3,Suppressed,95643,Suppressed
Dallas County,Arkansas,5039,Other synthetic narcotics,T40.4,Suppressed,95643,Suppressed
Desha County,Arkansas,5041,Heroin,T40.1,Suppressed,152464,Suppressed
Desha County,Arkansas,5041,Other opioids,T40.2,Suppressed,152464,Suppressed
Desha County,Arkansas,5041,Methadone,T40.3,Suppressed,152464,Suppressed
Desha County,Arkansas,5041,Other synthetic narcotics,T40.4,Suppressed,152464,Suppressed
Drew County,Arkansas,5043,Heroin,T40.1,Suppressed,223318,Suppressed
Drew County,Arkansas,5043,Other opioids,T40.2,Suppressed,223318,Suppressed
Drew County,Arkansas,5043,Methadone,T40.3,Suppressed,223318,Suppressed
Drew County,Arkansas,5043,Other synthetic narcotics,T40.4,Suppressed,223318,Suppressed
Faulkner County,Arkansas,5045,Heroin,T40.1,Suppressed,1383960,Suppressed
Faulkner County,Arkansas,5045,Other opioids,T40.2,36,1383960,2.6
Faulkner County,Arkansas,5045,Methadone,T40.3,25,1383960,1.8
Faulkner County,Arkansas,5045,Other synthetic narcotics,T40.4,16,1383960,Unreliable
Franklin County,Arkansas,5047,Heroin,T40.1,Suppressed,216036,Suppressed
Franklin County,Arkansas,5047,Other opioids,T40.2,11,216036,Unreliable
Franklin County,Arkansas,5047,Methadone,T40.3,Suppressed,216036,Suppressed
Franklin County,Arkansas,5047,Other synthetic narcotics,T40.4,Suppressed,216036,Suppressed
Fulton County,Arkansas,5049,Heroin,T40.1,Suppressed,146756,Suppressed
Fulton County,Arkansas,5049,Other opioids,T40.2,Suppressed,146756,Suppressed
Fulton County,Arkansas,5049,Methadone,T40.3,Suppressed,146756,Suppressed
Fulton County,Arkansas,5049,Other synthetic narcotics,T40.4,Suppressed,146756,Suppressed
Garland County,Arkansas,5051,Heroin,T40.1,Suppressed,1158164,Suppressed
Garland County,Arkansas,5051,Other opioids,T40.2,117,1158164,10.1
Garland County,Arkansas,5051,Methadone,T40.3,42,1158164,3.6
Garland County,Arkansas,5051,Other synthetic narcotics,T40.4,21,1158164,1.8
Grant County,Arkansas,5053,Heroin,T40.1,Suppressed,214733,Suppressed
Grant County,Arkansas,5053,Other opioids,T40.2,Suppressed,214733,Suppressed
Grant County,Arkansas,5053,Methadone,T40.3,Suppressed,214733,Suppressed
Grant County,Arkansas,5053,Other synthetic narcotics,T40.4,Suppressed,214733,Suppressed
Greene County,Arkansas,5055,Heroin,T40.1,Suppressed,513007,Suppressed
Greene County,Arkansas,5055,Other opioids,T40.2,25,513007,4.9
Greene County,Arkansas,5055,Methadone,T40.3,12,513007,Unreliable
Greene County,Arkansas,5055,Other synthetic narcotics,T40.4,Suppressed,513007,Suppressed
Hempstead County,Arkansas,5057,Heroin,T40.1,Suppressed,269357,Suppressed
Hempstead County,Arkansas,5057,Other opioids,T40.2,Suppressed,269357,Suppressed
Hempstead County,Arkansas,5057,Methadone,T40.3,Suppressed,269357,Suppressed
Hempstead County,Arkansas,5057,Other synthetic narcotics,T40.4,Suppressed,269357,Suppressed
Hot Spring County,Arkansas,5059,Heroin,T40.1,Suppressed,396853,Suppressed
Hot Spring County,Arkansas,5059,Other opioids,T40.2,13,396853,Unreliable
Hot Spring County,Arkansas,5059,Methadone,T40.3,Suppressed,396853,Suppressed
Hot Spring County,Arkansas,5059,Other synthetic narcotics,T40.4,Suppressed,396853,Suppressed
Howard County,Arkansas,5061,Heroin,T40.1,Suppressed,163714,Suppressed
Howard County,Arkansas,5061,Other opioids,T40.2,Suppressed,163714,Suppressed
Howard County,Arkansas,5061,Methadone,T40.3,Suppressed,163714,Suppressed
Howard County,Arkansas,5061,Other synthetic narcotics,T40.4,Suppressed,163714,Suppressed
Independence County,Arkansas,5063,Heroin,T40.1,Suppressed,439447,Suppressed
Independence County,Arkansas,5063,Other opioids,T40.2,14,439447,Unreliable
Independence County,Arkansas,5063,Methadone,T40.3,11,439447,Unreliable
Independence County,Arkansas,5063,Other synthetic narcotics,T40.4,11,439447,Unreliable
Izard County,Arkansas,5065,Heroin,T40.1,Suppressed,162502,Suppressed
Izard County,Arkansas,5065,Other opioids,T40.2,11,162502,Unreliable
Izard County,Arkansas,5065,Methadone,T40.3,Suppressed,162502,Suppressed
Izard County,Arkansas,5065,Other synthetic narcotics,T40.4,Suppressed,162502,Suppressed
Jackson County,Arkansas,5067,Heroin,T40.1,Suppressed,212407,Suppressed
